ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43702630064023000,present,⛔,401,⛔Strada chiusa,"44.535255023,10.869748553","44.5341150836,10.8688969516","44.5348634346,10.8691785836",17,"[[10.869748553,44.535255023],[10.8695742094,44.5352121241],[10.8694749677,44.5351772313],[10.8693945014,44.5351383354],[10.8693301284,44.5350887446],[10.869287213,44.5350525374],[10.8692416155,44.5350055754],[10.8691960179,44.5349170287],[10.8691785836,44.5348634346],[10.8691691959,44.534825853],[10.8691463971,44.5347748877],[10.8691142106,44.5346877149],[10.8690753185,44.5345616457],[10.8690337443,44.5344557114],[10.8689720535,44.5343121951],[10.8689385259,44.5342250216],[10.8688969516,44.5341150836]]",LineString,12/11/2024,19:45:00,,,Maranello,,Maranello,,,01/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43702629996023000,present,⛔,401,⛔Strada chiusa,"44.5341150836,10.8688969516","44.535255023,10.869748553","44.5348634346,10.8691785836",17,"[[10.8688969516,44.5341150836],[10.8689385259,44.5342250216],[10.8689720535,44.5343121951],[10.8690337443,44.5344557114],[10.8690753185,44.5345616457],[10.8691142106,44.5346877149],[10.8691463971,44.5347748877],[10.8691691959,44.534825853],[10.8691785836,44.5348634346],[10.8691960179,44.5349170287],[10.8692416155,44.5350055754],[10.869287213,44.5350525374],[10.8693301284,44.5350887446],[10.8693945014,44.5351383354],[10.8694749677,44.5351772313],[10.8695742094,44.5352121241],[10.869748553,44.535255023]]",LineString,12/11/2024,19:01:00,,,Maranello,,Maranello,,,01/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43696859264021000,present,🚧,701,🚧Lavori stradali,"44.5448398726,10.8709126317","44.5439212149,10.8705398047","44.5447755347,10.8708925151",3,"[[10.8709126317,44.5448398726],[10.8708925151,44.5447755347],[10.8705398047,44.5439212149]]",LineString,22/04/2025,18:36:00,,,Maranello,,Maranello,,,15/04/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43696859192013000,present,🚧,701,🚧Lavori stradali,"44.5439225889,10.8705398047","44.5453334255,10.8710145557","44.5449230277,10.8709407949",6,"[[10.8705398047,44.5439225889],[10.8708925151,44.5447755347],[10.8709126317,44.5448398726],[10.8709407949,44.5449230277],[10.8709904158,44.545104093],[10.8710145557,44.5453334255]]",LineString,22/04/2025,18:36:00,,,Maranello,,Maranello,,,09/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43515078596014000,present,⛔,401,⛔Strada chiusa,"44.7893017818,10.8778193199","44.7896263396,10.8765720927","44.7894292019,10.8772614205",3,"[[10.8778193199,44.7893017818],[10.8772614205,44.7894292019],[10.8765720927,44.7896263396]]",LineString,29/10/2024,19:33:00,,,Carpi,,Carpi,,,13/04/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43618953344003000,present,🚧,701,🚧Lavori stradali,"44.658164579,10.890575906","44.6582101299,10.8911861086","44.6582101299,10.8911861086",2,"[[10.890575906,44.658164579],[10.8911861086,44.6582101299]]",LineString,06/05/2025,18:15:30,,,Modena,,Modena,,,16/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43517963960010000,present,🚧,701,🚧Lavori stradali,"44.7940881693,10.8946930968","44.7948325176,10.8950994515","44.7946018504,10.8949666822",4,"[[10.8946930968,44.7940881693],[10.8948862159,44.7944462476],[10.8949666822,44.7946018504],[10.8950994515,44.7948325176]]",LineString,05/05/2025,13:13:00,,,Carpi,,Carpi,,,28/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43543932812004000,present,🚧,701,🚧Lavori stradali,"44.7657479743,10.9170640611","44.7654328041,10.9181074404","44.7655548613,10.9177051091",4,"[[10.9170640611,44.7657479743],[10.9175790453,44.765593722],[10.9177051091,44.7655548613],[10.9181074404,44.7654328041]]",LineString,06/05/2025,17:15:30,,,,,,,SP1,29/03/1900,35,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43624724232020000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.6491201779,10.9195209646","44.6521644321,10.9127658212","44.6506892234,10.9160340929",24,"[[10.9195209646,44.6491201779],[10.9191199743,44.649297162],[10.9187927448,44.6494433762],[10.9184909963,44.6495828519],[10.9182482564,44.6496968054],[10.9181262159,44.6497544679],[10.9177305901,44.6499502931],[10.9175052845,44.6500321054],[10.9173912906,44.6500844008],[10.9172196293,44.6501635296],[10.9162808561,44.6505873169],[10.9161588156,44.6506342452],[10.9160340929,44.6506892234],[10.9158074462,44.6507911893],[10.9156854057,44.6508447959],[10.915663948,44.6508542173],[10.9152669811,44.6510352509],[10.9145629012,44.6513437103],[10.9142209196,44.651522059],[10.9141216778,44.6515676747],[10.9136254692,44.6517916384],[10.9133612716,44.651906959],[10.9131681525,44.65199014],[10.9127658212,44.6521644321]]",LineString,07/05/2025,11:45:30,07/05/2025,12:48:06,Modena,,Modena,,,23/09/1901,365,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43543932884012000,present,🚧,701,🚧Lavori stradali,"44.7645195387,10.9211209023","44.765223622,10.9187954271","44.7646630222,10.9206434691",7,"[[10.9211209023,44.7645195387],[10.9210605526,44.7645369758],[10.9208258593,44.7646080331],[10.9206434691,44.7646630222],[10.9200077855,44.7648561381],[10.9198200309,44.764913805],[10.9187954271,44.765223622]]",LineString,06/05/2025,10:15:00,,,Soliera,,Soliera,,SP1,17/07/1900,36,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43719942956030000,present,⛔,401,⛔Strada chiusa,"44.5330971912,10.9233176315","44.5354468131,10.9230400228","44.534131156,10.9232948327",11,"[[10.9233176315,44.5330971912],[10.9233297014,44.5332433395],[10.9233203137,44.533522311],[10.9233162904,44.5338065988],[10.9233028793,44.5339661889],[10.9232948327,44.534131156],[10.9232921505,44.5341941911],[10.9232814216,44.5343872992],[10.9232425296,44.5345925356],[10.9231942498,44.5347869569],[10.9230400228,44.5354468131]]",LineString,26/03/2025,09:22:30,,,Castelvetro di Modena,,Castelvetro di Modena,,,18/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43714171944030000,present,⛔,401,⛔Strada chiusa,"44.5354468131,10.9230400228","44.5330971912,10.9233176315","44.534131156,10.9232948327",11,"[[10.9230400228,44.5354468131],[10.9231942498,44.5347869569],[10.9232425296,44.5345925356],[10.9232814216,44.5343872992],[10.9232921505,44.5341941911],[10.9232948327,44.534131156],[10.9233028793,44.5339661889],[10.9233162904,44.5338065988],[10.9233203137,44.533522311],[10.9233297014,44.5332433395],[10.9233176315,44.5330971912]]",LineString,26/03/2025,09:26:30,,,Castelvetro di Modena,,Castelvetro di Modena,,,18/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016192020000,present,⛔,401,⛔Strada chiusa,"44.7386442554,10.9234892928","44.7369276088,10.9224566424","44.7381520465,10.9231942498",4,"[[10.9234892928,44.7386442554],[10.9233297014,44.7383773426],[10.9231942498,44.7381520465],[10.9224566424,44.7369276088]]",LineString,08/04/2025,10:22:00,,,Soliera,,Soliera,,,25/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016120028000,present,⛔,401,⛔Strada chiusa,"44.7369276088,10.9224566424","44.7386442554,10.9234892928","44.7383773426,10.9233297014",4,"[[10.9224566424,44.7369276088],[10.9231942498,44.7381520465],[10.9233297014,44.7383773426],[10.9234892928,44.7386442554]]",LineString,07/04/2025,23:26:00,,,Soliera,,Soliera,,,25/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016120012000,present,⛔,401,⛔Strada chiusa,"44.7372803258,10.9241853261","44.7377309238,10.9244575703","44.7377309238,10.9244575703",2,"[[10.9241853261,44.7372803258],[10.9244575703,44.7377309238]]",LineString,19/04/2025,11:42:30,,,Soliera,,Soliera,,,22/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43639151336013000,present,⛔,401,⛔Strada chiusa,"44.6403332636,10.9249738955","44.6415482943,10.9256484711","44.6410882997,10.9253534281",7,"[[10.9249738955,44.6403332636],[10.9252219999,44.6408280936],[10.9252997839,44.6409810088],[10.9253534281,44.6410882997],[10.9255867803,44.6414530513],[10.9256109202,44.641489252],[10.9256484711,44.6415482943]]",LineString,07/05/2025,10:24:30,,,Modena,,Modena,,,24/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016192022000,present,⛔,401,⛔Strada chiusa,"44.7383290564,10.925942173","44.7362691466,10.9247432255","44.7374036928,10.9254110956",4,"[[10.925942173,44.7383290564],[10.9259005987,44.7382512984],[10.9254110956,44.7374036928],[10.9247432255,44.7362691466]]",LineString,18/04/2025,19:10:30,,,Soliera,,Soliera,,,03/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016160028000,present,⛔,401,⛔Strada chiusa,"44.7381520465,10.9231942498","44.7371744037,10.9260910356","44.7377309238,10.9244575703",5,"[[10.9231942498,44.7381520465],[10.9237548315,44.7379629495],[10.9244575703,44.7377309238],[10.9254110956,44.7374036928],[10.9260910356,44.7371744037]]",LineString,04/02/2025,06:16:00,,,Soliera,,Soliera,,,09/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43567016216020000,present,⛔,401,⛔Strada chiusa,"44.7371744037,10.9260910356","44.7372803258,10.9241853261","44.7377309238,10.9244575703",4,"[[10.9260910356,44.7371744037],[10.9254110956,44.7374036928],[10.9244575703,44.7377309238],[10.9241853261,44.7372803258]]",LineString,01/04/2025,09:39:00,,,Soliera,,Soliera,,,15/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43610297408015000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.6837702568,10.940123012","44.6826906793,10.9395610893","44.6827617777,10.9395972991",3,"[[10.940123012,44.6837702568],[10.9395972991,44.6827617777],[10.9395610893,44.6826906793]]",LineString,07/05/2025,12:14:00,07/05/2025,12:38:06,,,,,,07/05/1900,223,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43644922380012000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.6390632183,10.9491419399","44.638734654,10.9471463763","44.6388298418,10.9479818845",8,"[[10.9491419399,44.6390632183],[10.9487664306,44.6389773945],[10.9485934281,44.638929085],[10.9483721459,44.6388862029],[10.9479818845,44.6388298418],[10.9476251507,44.638801691],[10.9473327899,44.638761433],[10.9471463763,44.638734654]]",LineString,07/05/2025,12:15:30,07/05/2025,12:52:06,,,,,,10/06/1900,163,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43714172240020000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.5477674969,10.9493645632","44.5458443578,10.9482782686","44.5470620825,10.9489582085",3,"[[10.9493645632,44.5477674969],[10.9489582085,44.5470620825],[10.9482782686,44.5458443578]]",LineString,07/05/2025,12:15:00,07/05/2025,12:38:06,,,,,,17/08/1900,136,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43598755836012000,present,🚧,701,🚧Lavori stradali,"44.7030191154,10.9497803056","44.7027267781,10.9481897557","44.7026194822,10.94910573",14,"[[10.9497803056,44.7030191154],[10.9495871866,44.7028434868],[10.9495013559,44.7027750344],[10.9494101608,44.7027254675],[10.9493270123,44.7026838836],[10.949246546,44.7026489722],[10.9491875374,44.7026315761],[10.94910573,44.7026194822],[10.9490239227,44.7026087585],[10.9488790834,44.7026074478],[10.9487369263,44.7026168013],[10.9486350024,44.7026275249],[10.9485303962,44.7026476615],[10.9481897557,44.7027267781]]",LineString,22/04/2025,13:45:00,,,Modena,,Modena,,,24/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43451599712243000,present,⛔,401,⛔Strada chiusa,"44.8886065285,10.9258161092","44.8957922118,10.9498782062","44.8879910088,10.9454002583",66,"[[10.9258161092,44.8886065285],[10.9262023473,44.888708491],[10.9268581474,44.8889002417],[10.9279431009,44.8892542869],[10.9291514361,44.8896472259],[10.9303785467,44.8900468724],[10.9307621026,44.8901756138],[10.9309418106,44.8902266234],[10.9311791861,44.8903030485],[10.9322896206,44.8906557787],[10.9324156844,44.8906705055],[10.9326476955,44.8906664675],[10.9328300857,44.8906356482],[10.932986995,44.8906020974],[10.9336079263,44.8904197348],[10.9340960884,44.8902588087],[10.9342717731,44.8902158752],[10.9346673989,44.8901179534],[10.9353312456,44.8900200908],[10.9355941021,44.8899811952],[10.9361090863,44.8899235345],[10.9373657012,44.8897800062],[10.9381046498,44.8896874876],[10.9388476217,44.8895882585],[10.940930357,44.8893307727],[10.9411328637,44.8893066037],[10.9412495398,44.8892918766],[10.9414775276,44.8892636695],[10.9425356591,44.889134926],[10.9428655708,44.8890625374],[10.9430265033,44.8890142585],[10.944485625,44.8883544424],[10.9450797343,44.888118389],[10.9454002583,44.8879910088],[10.9455920362,44.8879842983],[10.9457221234,44.8880553818],[10.9458361172,44.88815592],[10.9460050964,44.8883691697],[10.9462143087,44.8887205459],[10.9465589726,44.8895748379],[10.9471021199,44.8910352879],[10.9471906328,44.8912713293],[10.9472469592,44.8913906858],[10.9474105739,44.8915408608],[10.9475406611,44.8916414522],[10.9479872489,44.8919271335],[10.9483386183,44.8921886455],[10.9486202502,44.8925024702],[10.9488308036,44.8927626138],[10.9489394331,44.8929477004],[10.9490467214,44.893320544],[10.9490869546,44.8935900658],[10.9490829313,44.893722837],[10.9490105116,44.8941439502],[10.9489743018,44.8945543723],[10.9490051472,44.8948118347],[10.9490440392,44.8949687698],[10.9490990245,44.8951055161],[10.9491593742,44.8952275959],[10.9492197239,44.895316068],[10.9493149423,44.8954421851],[10.9494450295,44.895546748],[10.9496073031,44.8956527358],[10.9497172737,44.895709025],[10.9497749412,44.8957305194],[10.9498782062,44.8957922118]]",LineString,03/04/2025,15:23:00,,,Novi di Modena,,Novi di Modena,,SP8,14/03/1907,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43448714428051000,present,⛔,401,⛔Strada chiusa,"44.8957922118,10.9498782062","44.8881666687,10.9241544807","44.8890142585,10.9430265033",70,"[[10.9498782062,44.8957922118],[10.9497749412,44.8957305194],[10.9497172737,44.895709025],[10.9496073031,44.8956527358],[10.9494450295,44.895546748],[10.9493149423,44.8954421851],[10.9492197239,44.895316068],[10.9491593742,44.8952275959],[10.9490990245,44.8951055161],[10.9490440392,44.8949687698],[10.9490051472,44.8948118347],[10.9489743018,44.8945543723],[10.9490105116,44.8941439502],[10.9490829313,44.893722837],[10.9490869546,44.8935900658],[10.9490467214,44.893320544],[10.9489394331,44.8929477004],[10.9488308036,44.8927626138],[10.9486202502,44.8925024702],[10.9483386183,44.8921886455],[10.9479872489,44.8919271335],[10.9475406611,44.8916414522],[10.9474105739,44.8915408608],[10.9472469592,44.8913906858],[10.9471906328,44.8912713293],[10.9471021199,44.8910352879],[10.9465589726,44.8895748379],[10.9462143087,44.8887205459],[10.9460050964,44.8883691697],[10.9458361172,44.88815592],[10.9457221234,44.8880553818],[10.9455920362,44.8879842983],[10.9454002583,44.8879910088],[10.9450797343,44.888118389],[10.944485625,44.8883544424],[10.9430265033,44.8890142585],[10.9428655708,44.8890625374],[10.9425356591,44.889134926],[10.9414775276,44.8892636695],[10.9412495398,44.8892918766],[10.9411328637,44.8893066037],[10.940930357,44.8893307727],[10.9388476217,44.8895882585],[10.9381046498,44.8896874876],[10.9373657012,44.8897800062],[10.9361090863,44.8899235345],[10.9355941021,44.8899811952],[10.9353312456,44.8900200908],[10.9346673989,44.8901179534],[10.9342717731,44.8902158752],[10.9340960884,44.8902588087],[10.9336079263,44.8904197348],[10.932986995,44.8906020974],[10.9328300857,44.8906356482],[10.9326476955,44.8906664675],[10.9324156844,44.8906705055],[10.9322896206,44.8906557787],[10.9311791861,44.8903030485],[10.9309418106,44.8902266234],[10.9307621026,44.8901756138],[10.9303785467,44.8900468724],[10.9291514361,44.8896472259],[10.9279431009,44.8892542869],[10.9268581474,44.8889002417],[10.9262023473,44.888708491],[10.9258161092,44.8886065285],[10.924723109,44.8883168521],[10.9246547127,44.8882980866],[10.924273839,44.8881988551],[10.9241544807,44.8881666687]]",LineString,03/04/2025,15:19:00,,,San Giovanni Battista (San Giovanni),,Novi di Modena,,SP8,01/08/1907,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43598755788023000,present,⛔,401,⛔Strada chiusa,"44.7026194822,10.94910573","44.7016324214,10.9504790211","44.7021273242,10.9502081179",15,"[[10.94910573,44.7026194822],[10.9491218233,44.7025551402],[10.9491405988,44.7024987814],[10.9491687619,44.7024558867],[10.9492036307,44.7024344393],[10.9493095779,44.7023928553],[10.9498124921,44.7022480257],[10.9502081179,44.7021273242],[10.9504159891,44.7020723352],[10.9504723155,44.7019596761],[10.9504884088,44.7019207726],[10.950504502,44.7018631025],[10.9505112076,44.7018228883],[10.9504977965,44.7017611668],[10.9504790211,44.7016324214]]",LineString,13/03/2024,15:20:00,,,Modena,,Modena,,,24/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43722828508011000,present,⛔,401,⛔Strada chiusa,"44.5422072803,10.9563678109","44.5350350909,10.9555537605","44.5370560926,10.9556838476",21,"[[10.9563678109,44.5422072803],[10.95633026,44.5415059207],[10.9563114846,44.5414267633],[10.9563020968,44.5413651101],[10.9562672281,44.5411317592],[10.9561130011,44.5401084931],[10.955982914,44.53886798],[10.9558742845,44.5382161682],[10.9558219814,44.5379010138],[10.9556851888,44.5370641583],[10.9556838476,44.5370560926],[10.9555846059,44.5365572118],[10.955572536,44.53646335],[10.9555162096,44.5360181169],[10.9555041396,44.535835709],[10.9555027985,44.5358169484],[10.9554893875,44.5355581228],[10.9555001163,44.5354119205],[10.9555135274,44.5352483313],[10.9555323028,44.5351356468],[10.9555537605,44.5350350909]]",LineString,06/05/2025,11:17:30,,,Castelnuovo Rangone,,,,SP17,11/03/1902,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43719943004036000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.5449297184,10.9472335481","44.5421670749,10.9566025042","44.5436556748,10.9511817598",26,"[[10.9472335481,44.5449297184],[10.9475956464,44.5449606029],[10.9477552378,44.5449659793],[10.9481696391,44.5449847369],[10.9483909213,44.544939157],[10.948848238,44.5448439347],[10.9490185582,44.5447956067],[10.9491446221,44.5447473384],[10.9492787325,44.544677624],[10.9494115019,44.544610538],[10.9494892859,44.5445703342],[10.9495040381,44.5445622696],[10.9503838026,44.544080837],[10.9511817598,44.5436556748],[10.9513493979,44.543567201],[10.9516565108,44.5434089515],[10.952198317,44.5431380325],[10.9523740017,44.5430897628],[10.9526247883,44.543005231],[10.9526449048,44.5429999141],[10.9540959799,44.5426901024],[10.954661926,44.5425694271],[10.9551648402,44.5424621335],[10.9558260047,44.5423226394],[10.9563678109,44.5422072803],[10.9566025042,44.5421670749]]",LineString,07/05/2025,11:32:00,07/05/2025,12:38:06,,,Castelnuovo Rangone,,SP16,02/04/1902,240,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43722828476003000,present,🚧,701,🚧Lavori stradali,"44.5420302685,10.9571054184","44.5419002125,10.9576083326","44.5419417325,10.9574675166",3,"[[10.9571054184,44.5420302685],[10.9574675166,44.5419417325],[10.9576083326,44.5419002125]]",LineString,06/05/2025,14:15:30,,,Castelnuovo Rangone,,Castelnuovo Rangone,,SP16,10/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43486224904020000,present,🚧,701,🚧Lavori stradali,"44.8550615285,10.9653371179","44.8571871355,10.9647416675","44.8562980194,10.9651104712",12,"[[10.9653371179,44.8550615285],[10.9653947854,44.8551325933],[10.9654578173,44.8552693749],[10.9654658639,44.8553806657],[10.9654323363,44.8555255276],[10.9653277302,44.8558017625],[10.9651104712,44.8562980194],[10.964940151,44.8566815578],[10.9649106467,44.8567499469],[10.9648355448,44.8569497659],[10.9647658074,44.8571214208],[10.9647416675,44.8571871355]]",LineString,30/04/2025,21:32:00,,,Novi di Modena,,Novi di Modena,,SP11,02/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43486224840028000,present,🚧,701,🚧Lavori stradali,"44.8581594792,10.9651775265","44.8550615285,10.9653371179","44.8571214208,10.9647658074",22,"[[10.9651775265,44.8581594792],[10.9650876725,44.8580320327],[10.9649723375,44.8578751157],[10.9648422503,44.8576981156],[10.9648328626,44.8576846876],[10.9647591019,44.8575693609],[10.9647108221,44.857471443],[10.9646960699,44.8573883196],[10.9647000933,44.8573212385],[10.9647215509,44.8572394815],[10.9647389853,44.8571938496],[10.9647658074,44.8571214208],[10.9648355448,44.8569497659],[10.9649106467,44.8567499469],[10.964940151,44.8566815578],[10.9651104712,44.8562980194],[10.9653277302,44.8558017625],[10.9654323363,44.8555255276],[10.9654658639,44.8553806657],[10.9654578173,44.8552693749],[10.9653947854,44.8551325933],[10.9653371179,44.8550615285]]",LineString,05/05/2025,17:13:00,,,Novi di Modena,,Novi di Modena,,SP11,28/12/1900,72,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43691088876060000,present,⛔,401,⛔Strada chiusa,"44.5777277972,10.9733046198","44.5821655013,10.9739470088","44.5798910195,10.9732590222",26,"[[10.9733046198,44.5777277972],[10.9732898676,44.5778552058],[10.9732791388,44.5779115068],[10.9732281768,44.5781864431],[10.9732201302,44.5782414302],[10.9731839204,44.5784814982],[10.9731772148,44.5785404852],[10.9731798971,44.5786799521],[10.9732241535,44.5789521982],[10.9732268357,44.5789696315],[10.9732268357,44.5791467101],[10.9732456112,44.5794511336],[10.9732523167,44.5798024814],[10.9732590222,44.5798910195],[10.9732710922,44.5801753197],[10.9733099842,44.5803858872],[10.973346194,44.5805293496],[10.9734038615,44.5806688118],[10.9734239781,44.5807264831],[10.9734682345,44.5808177063],[10.9735580885,44.5810054658],[10.9736117327,44.5811154346],[10.9737605953,44.5814372804],[10.9738866591,44.5819294484],[10.9739014113,44.581991178],[10.9739470088,44.5821655013]]",LineString,26/03/2025,12:23:00,,,Spilamberto,,Modena,,,15/05/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43691088888060000,present,⛔,401,⛔Strada chiusa,"44.5821655013,10.9739470088","44.5766656497,10.9734508002","44.5794511336,10.9732456112",28,"[[10.9739470088,44.5821655013],[10.9739014113,44.581991178],[10.9738866591,44.5819294484],[10.9737605953,44.5814372804],[10.9736117327,44.5811154346],[10.9735580885,44.5810054658],[10.9734682345,44.5808177063],[10.9734239781,44.5807264831],[10.9734038615,44.5806688118],[10.973346194,44.5805293496],[10.9733099842,44.5803858872],[10.9732710922,44.5801753197],[10.9732590222,44.5798910195],[10.9732523167,44.5798024814],[10.9732456112,44.5794511336],[10.9732268357,44.5791467101],[10.9732268357,44.5789696315],[10.9732241535,44.5789521982],[10.9731798971,44.5786799521],[10.9731772148,44.5785404852],[10.9731839204,44.5784814982],[10.9732201302,44.5782414302],[10.9732281768,44.5781864431],[10.9732791388,44.5779115068],[10.9732898676,44.5778552058],[10.9733046198,44.5777277972],[10.9733502173,44.5774046174],[10.9734508002,44.5766656497]]",LineString,26/03/2025,12:23:00,,,Modena,,Modena,,,11/09/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43535277036054000,present,⛔,401,⛔Strada chiusa,"44.8003203175,11.0015630329","44.7987056027,10.9970448518","44.7995518333,10.9992281699",29,"[[11.0015630329,44.8003203175],[11.0011620426,44.8004450369],[11.0010560954,44.8004772129],[11.0007758045,44.8005630353],[11.0006376707,44.8006019319],[11.0005156302,44.8006636074],[11.0002259517,44.8007534738],[11.000165602,44.8007762526],[11.0001186633,44.8007735763],[11.0000811124,44.8007641793],[11.0000194216,44.8006957833],[10.9999242031,44.8005496535],[10.9997364485,44.8002867735],[10.9993140006,44.7996792308],[10.9992281699,44.7995518333],[10.999139657,44.7994137299],[10.9990658963,44.79924339],[10.9984060728,44.7993989798],[10.998139193,44.7994700538],[10.9976604187,44.799580025],[10.997510215,44.7996054807],[10.997457912,44.799609525],[10.9974149966,44.7995987599],[10.9973908567,44.7995773485],[10.997368058,44.7995196568],[10.9971655512,44.7990422408],[10.9971025193,44.7988732677],[10.9970824027,44.7987941042],[10.9970448518,44.7987056027]]",LineString,01/04/2025,06:30:00,,,San Prospero,,Carpi,,,09/07/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43535276964054000,present,⛔,401,⛔Strada chiusa,"44.7987056027,10.9970448518","44.8003203175,11.0015630329","44.7995518333,10.9992281699",29,"[[10.9970448518,44.7987056027],[10.9970824027,44.7987941042],[10.9971025193,44.7988732677],[10.9971655512,44.7990422408],[10.997368058,44.7995196568],[10.9973908567,44.7995773485],[10.9974149966,44.7995987599],[10.997457912,44.799609525],[10.997510215,44.7996054807],[10.9976604187,44.799580025],[10.998139193,44.7994700538],[10.9984060728,44.7993989798],[10.9990658963,44.79924339],[10.999139657,44.7994137299],[10.9992281699,44.7995518333],[10.9993140006,44.7996792308],[10.9997364485,44.8002867735],[10.9999242031,44.8005496535],[11.0000194216,44.8006957833],[11.0000811124,44.8007641793],[11.0001186633,44.8007735763],[11.000165602,44.8007762526],[11.0002259517,44.8007534738],[11.0005156302,44.8006636074],[11.0006376707,44.8006019319],[11.0007758045,44.8005630353],[11.0010560954,44.8004772129],[11.0011620426,44.8004450369],[11.0015630329,44.8003203175]]",LineString,01/04/2025,06:34:00,,,Carpi,,Carpi,,,09/07/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43774766076006000,present,⛔,401,⛔Strada chiusa,"44.4861879962,11.0141948962","44.4887146513,11.0166960561","44.4877866173,11.0159785652",18,"[[11.0141948962,44.4861879962],[11.0142673159,44.486310044],[11.0143142545,44.4863811438],[11.0143799686,44.4864589408],[11.0144161785,44.4865071977],[11.0144832337,44.4865675336],[11.0147326791,44.48677545],[11.0151055062,44.4870852003],[11.0155574584,44.487447331],[11.0159785652,44.4877866173],[11.0160375738,44.48784163],[11.0161341333,44.4879314442],[11.0162253284,44.4880280152],[11.0162990892,44.4881446775],[11.0163728499,44.488288188],[11.0164935493,44.4884880258],[11.0166652107,44.4886851721],[11.0166960561,44.4887146513]]",LineString,07/05/2025,09:29:30,,,Vignola,,Vignola,,,11/12/1900,,present,Probabile,, - 
