ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43529506076012000,present,⛔,401,⛔Strada chiusa,"44.8065215825,11.0100629532","44.7966765137,11.0198074186","44.7976407785,11.0026345754",92,"[[11.0100629532,44.8065215825],[11.0094353163,44.8061487119],[11.0082470977,44.8054500041],[11.00687783,44.8046279456],[11.0066659355,44.8045152484],[11.0062837207,44.8042872961],[11.0059873366,44.8041169706],[11.0057499611,44.8039949353],[11.0056520605,44.8039345718],[11.0055622065,44.8038768845],[11.0053167844,44.803742776],[11.0051035488,44.8036153875],[11.004490664,44.8032573067],[11.0038080418,44.8028817982],[11.0035693252,44.802746379],[11.0033829117,44.8026457511],[11.0032917166,44.8025854456],[11.003232708,44.8025371536],[11.0031736994,44.8024700681],[11.0029953325,44.8022474603],[11.0026573741,44.8017727432],[11.0021008158,44.8010391304],[11.0020538771,44.800973411],[11.0019908452,44.8008929419],[11.0019278133,44.8008084879],[11.0018540525,44.8007293271],[11.0017762685,44.8006394606],[11.0016515458,44.8004798893],[11.0015630329,44.8003203175],[11.0015281641,44.8002076714],[11.001487931,44.799982319],[11.0013109052,44.7990543145],[11.0012988353,44.7988933709],[11.0013122463,44.7987311183],[11.0013296807,44.7986627199],[11.0013524794,44.7985956299],[11.0013873482,44.7985312757],[11.0014302635,44.7984628771],[11.0014906132,44.798385081],[11.0016059482,44.7982536362],[11.0017950439,44.798056528],[11.0019854808,44.797899626],[11.0021705532,44.7977842392],[11.0022765005,44.7977373112],[11.0023516023,44.7977091781],[11.0024709606,44.7976756326],[11.0026345754,44.7976407785],[11.0029819214,44.7975764233],[11.0051276886,44.7971874952],[11.0055031979,44.797119095],[11.0057915354,44.7970681219],[11.0060530507,44.7970198252],[11.0062019133,44.7969930004],[11.0065425539,44.7969232914],[11.0067356729,44.7968843923],[11.0080553198,44.7966336294],[11.0090021396,44.7964337796],[11.0095117593,44.796347951],[11.0098819041,44.7963023304],[11.0104371214,44.7962352971],[11.0110593939,44.7961628512],[11.011650821,44.7960649478],[11.0122744346,44.7959817953],[11.0123549008,44.795971089],[11.0127840543,44.7959227914],[11.0128980482,44.7959389105],[11.0129557156,44.7959791187],[11.0129959488,44.7960140333],[11.0130348408,44.7960622713],[11.0132802629,44.796409631],[11.0136168802,44.7969661755],[11.0137845182,44.7972371002],[11.0140326226,44.7976649266],[11.0140795612,44.7977279137],[11.0141318643,44.7977802542],[11.0141707563,44.7978070787],[11.0142150128,44.7978285502],[11.0142981613,44.7978365797],[11.0148962939,44.7977722247],[11.0158028805,44.7976555291],[11.0161676609,44.7976099095],[11.0166705751,44.7975334802],[11.0168274844,44.7975039791],[11.0169776881,44.7974744779],[11.0174108648,44.7973765768],[11.017849406,44.797269278],[11.0183509791,44.7971298011],[11.0184448564,44.7971056528],[11.0185521448,44.797078828],[11.018670162,44.7970386205],[11.0197014713,44.7967100598],[11.0198074186,44.7966765137]]",LineString,1/4/2025,10:22:00,,,San Prospero,,San Prospero,,,25/10/1907,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43538162480196000,present,⛔,401,⛔Strada chiusa,"44.7966765137,11.0198074186","44.8045152484,11.0066659355","44.7975764233,11.0029819214",88,"[[11.0198074186,44.7966765137],[11.0197014713,44.7967100598],[11.018670162,44.7970386205],[11.0185521448,44.797078828],[11.0184448564,44.7971056528],[11.0183509791,44.7971298011],[11.017849406,44.797269278],[11.0174108648,44.7973765768],[11.0169776881,44.7974744779],[11.0168274844,44.7975039791],[11.0166705751,44.7975334802],[11.0161676609,44.7976099095],[11.0158028805,44.7976555291],[11.0148962939,44.7977722247],[11.0142981613,44.7978365797],[11.0142150128,44.7978285502],[11.0141707563,44.7978070787],[11.0141318643,44.7977802542],[11.0140795612,44.7977279137],[11.0140326226,44.7976649266],[11.0137845182,44.7972371002],[11.0136168802,44.7969661755],[11.0132802629,44.796409631],[11.0130348408,44.7960622713],[11.0129959488,44.7960140333],[11.0129557156,44.7959791187],[11.0128980482,44.7959389105],[11.0127840543,44.7959227914],[11.0123549008,44.795971089],[11.0122744346,44.7959817953],[11.011650821,44.7960649478],[11.0110593939,44.7961628512],[11.0104371214,44.7962352971],[11.0098819041,44.7963023304],[11.0095117593,44.796347951],[11.0090021396,44.7964337796],[11.0080553198,44.7966336294],[11.0067356729,44.7968843923],[11.0065425539,44.7969232914],[11.0062019133,44.7969930004],[11.0060530507,44.7970198252],[11.0057915354,44.7970681219],[11.0055031979,44.797119095],[11.0051276886,44.7971874952],[11.0029819214,44.7975764233],[11.0026345754,44.7976407785],[11.0024709606,44.7976756326],[11.0023516023,44.7977091781],[11.0022765005,44.7977373112],[11.0021705532,44.7977842392],[11.0019854808,44.797899626],[11.0017950439,44.798056528],[11.0016059482,44.7982536362],[11.0014906132,44.798385081],[11.0014302635,44.7984628771],[11.0013873482,44.7985312757],[11.0013524794,44.7985956299],[11.0013296807,44.7986627199],[11.0013122463,44.7987311183],[11.0012988353,44.7988933709],[11.0013109052,44.7990543145],[11.001487931,44.799982319],[11.0015281641,44.8002076714],[11.0015630329,44.8003203175],[11.0016515458,44.8004798893],[11.0017762685,44.8006394606],[11.0018540525,44.8007293271],[11.0019278133,44.8008084879],[11.0019908452,44.8008929419],[11.0020538771,44.800973411],[11.0021008158,44.8010391304],[11.0026573741,44.8017727432],[11.0029953325,44.8022474603],[11.0031736994,44.8024700681],[11.003232708,44.8025371536],[11.0032917166,44.8025854456],[11.0033829117,44.8026457511],[11.0035693252,44.802746379],[11.0038080418,44.8028817982],[11.004490664,44.8032573067],[11.0051035488,44.8036153875],[11.0053167844,44.803742776],[11.0055622065,44.8038768845],[11.0056520605,44.8039345718],[11.0057499611,44.8039949353],[11.0059873366,44.8041169706],[11.0062837207,44.8042872961],[11.0066659355,44.8045152484]]",LineString,1/4/2025,12:54:00,,,San Prospero,,San Prospero,,,10/11/1906,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43541047844020000,present,⛔,401,⛔Strada chiusa,"44.7959643678,11.0220470631","44.7965464331,11.0202164555","44.7961896764,11.0213335955",7,"[[11.0220470631,44.7959643678],[11.0218901539,44.7960140333],[11.0215401256,44.796124011],[11.0213335955,44.7961896764],[11.0212155783,44.7962272674],[11.0207207107,44.7963854824],[11.0202164555,44.7965464331]]",LineString,6/5/2025,09:24:30,,,San Prospero,,San Prospero,,,06/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43541047772020000,present,⛔,401,⛔Strada chiusa,"44.7965464331,11.0202164555","44.7959643678,11.0220470631","44.7961896764,11.0213335955",7,"[[11.0202164555,44.7965464331],[11.0207207107,44.7963854824],[11.0212155783,44.7962272674],[11.0213335955,44.7961896764],[11.0215401256,44.796124011],[11.0218901539,44.7960140333],[11.0220470631,44.7959643678]]",LineString,05/05/2025,19:48:30,,,San Prospero,,San Prospero,,,06/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43414089884010000,present,🚧,701,🚧Lavori stradali,"44.9736607142,11.0310096645","44.973313415,11.0326887274","44.9734608855,11.0319672132",3,"[[11.0310096645,44.9736607142],[11.0319672132,44.9734608855],[11.0326887274,44.973313415]]",LineString,04/05/2025,20:41:30,,,San Giacomo delle Segnate,,San Giacomo delle Segnate,,SPexSS496,16/05/1900,,present,Probabile,2,30/04/2025 - 11:52:39
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43768995616063001,present,⛔,401,⛔Strada chiusa,"44.5152591404,11.0665221119","44.5091061458,11.0689253712","44.5121504477,11.0677049661",26,"[[11.0665221119,44.5152591404],[11.0665006542,44.5152323044],[11.0665060186,44.5152028386],[11.0665730739,44.5150834811],[11.0667058432,44.5148071706],[11.0667661929,44.5146462729],[11.066793015,44.5145550654],[11.0668252015,44.5143981715],[11.0668493414,44.5143150325],[11.0669271255,44.5141232325],[11.0671121979,44.5136753183],[11.0673509145,44.5130691285],[11.0675963366,44.5124133222],[11.0677049661,44.5121504477],[11.0678337121,44.5118098089],[11.0679906213,44.5114128627],[11.0682199502,44.5108898531],[11.0682521367,44.5108120289],[11.0682883465,44.5107181854],[11.0683782005,44.5104646877],[11.0684264803,44.5103453204],[11.0684854889,44.5101844103],[11.0688167417,44.5093019672],[11.068858316,44.5092375901],[11.0688797736,44.5091799077],[11.0689253712,44.5091061458]]",LineString,29/10/2021,11:27:40,,,Valsamoggia,,Valsamoggia,,,11/12/1901,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43768995688063001,present,⛔,401,⛔Strada chiusa,"44.5091061458,11.0689253712","44.5152591404,11.0665221119","44.5124133222,11.0675963366",26,"[[11.0689253712,44.5091061458],[11.0688797736,44.5091799077],[11.068858316,44.5092375901],[11.0688167417,44.5093019672],[11.0684854889,44.5101844103],[11.0684264803,44.5103453204],[11.0683782005,44.5104646877],[11.0682883465,44.5107181854],[11.0682521367,44.5108120289],[11.0682199502,44.5108898531],[11.0679906213,44.5114128627],[11.0678337121,44.5118098089],[11.0677049661,44.5121504477],[11.0675963366,44.5124133222],[11.0673509145,44.5130691285],[11.0671121979,44.5136753183],[11.0669271255,44.5141232325],[11.0668493414,44.5143150325],[11.0668252015,44.5143981715],[11.066793015,44.5145550654],[11.0667661929,44.5146462729],[11.0667058432,44.5148071706],[11.0665730739,44.5150834811],[11.0665060186,44.5152028386],[11.0665006542,44.5152323044],[11.0665221119,44.5152591404]]",LineString,29/10/2021,11:27:40,,,Valsamoggia,,Valsamoggia,,,11/12/1901,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43768995668011001,present,⛔,401,⛔Strada chiusa,"44.5122175113,11.0725651288","44.5124763808,11.0715955103","44.5123623373,11.0720179582",5,"[[11.0725651288,44.5122175113],[11.0721037889,44.5123408794],[11.0720179582,44.5123623373],[11.0716934109,44.5124508585],[11.0715955103,44.5124763808]]",LineString,11/12/2019,14:30:49,,,Magazzino (Savignano s/P),,Magazzino (Savignano s/P),,SP78,22/03/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43768995596011001,present,⛔,401,⛔Strada chiusa,"44.5124763808,11.0715955103","44.5122175113,11.0725651288","44.5123623373,11.0720179582",5,"[[11.0715955103,44.5124763808],[11.0716934109,44.5124508585],[11.0720179582,44.5123623373],[11.0721037889,44.5123408794],[11.0725651288,44.5122175113]]",LineString,19/02/2020,10:07:30,,,Magazzino (Savignano s/P),,Magazzino (Savignano s/P),,SP78,22/03/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43806506180028000,present,⛔,401,⛔Strada chiusa,"44.4760197549,11.12242203","44.4736071479,11.1241024339","44.4744547237,11.1238891983",22,"[[11.12242203,44.4760197549],[11.1224166656,44.4759942764],[11.1224555576,44.4759004367],[11.1225279772,44.475825317],[11.1228471601,44.4755839284],[11.1230228448,44.4754296808],[11.1232266927,44.4752231594],[11.1237027848,44.4746786524],[11.1237296069,44.4746531734],[11.1238140965,44.4745700375],[11.1238623762,44.4745016148],[11.1238891983,44.4744547237],[11.1239160204,44.4744063971],[11.1239388192,44.4743286437],[11.1240125799,44.4740805502],[11.1240849996,44.4738981278],[11.1241453493,44.4738069762],[11.1241493726,44.4737855041],[11.1241574192,44.4737318537],[11.1241440082,44.4736889095],[11.1241265738,44.4736487165],[11.1241024339,44.4736071479]]",LineString,20/05/2023,18:43:00,,,Valsamoggia,,Valsamoggia,,,04/11/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43806506220028000,present,⛔,401,⛔Strada chiusa,"44.4736071479,11.1241024339","44.4760197549,11.12242203","44.4745016148,11.1238623762",22,"[[11.1241024339,44.4736071479],[11.1241265738,44.4736487165],[11.1241440082,44.4736889095],[11.1241574192,44.4737318537],[11.1241493726,44.4737855041],[11.1241453493,44.4738069762],[11.1240849996,44.4738981278],[11.1240125799,44.4740805502],[11.1239388192,44.4743286437],[11.1239160204,44.4744063971],[11.1238891983,44.4744547237],[11.1238623762,44.4745016148],[11.1238140965,44.4745700375],[11.1237296069,44.4746531734],[11.1237027848,44.4746786524],[11.1232266927,44.4752231594],[11.1230228448,44.4754296808],[11.1228471601,44.4755839284],[11.1225279772,44.475825317],[11.1224555576,44.4759004367],[11.1224166656,44.4759942764],[11.12242203,44.4760197549]]",LineString,20/05/2023,18:47:00,,,Valsamoggia,,Valsamoggia,,,04/11/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43673777180021000,present,⛔,401,⛔Strada chiusa,"44.6515797197,11.129466852","44.6508179628,11.1318996155","44.6509252951,11.1315549517",3,"[[11.129466852,44.6515797197],[11.1315549517,44.6509252951],[11.1318996155,44.6508179628]]",LineString,04/01/2025,14:12:00,,,Sant’Agata Bolognese,,Sant’Agata Bolognese,,,28/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43673777252021000,present,⛔,401,⛔Strada chiusa,"44.6508179628,11.1318996155","44.6515797197,11.129466852","44.6509252951,11.1315549517",3,"[[11.1318996155,44.6508179628],[11.1315549517,44.6509252951],[11.129466852,44.6515797197]]",LineString,04/01/2025,14:08:00,,,Sant’Agata Bolognese,,Sant’Agata Bolognese,,,28/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43777652196020001,present,⛔,25,🕳️⛔Tunnel chiuso,"44.5190008155,11.1425399387","44.5176771369,11.1413061226","44.5183235606,11.141914984",16,"[[11.1425399387,44.5190008155],[11.1424822712,44.5189176831],[11.1424071694,44.5188157844],[11.142364254,44.5187554221],[11.14228647,44.5186709147],[11.1421630883,44.5185542537],[11.1421389485,44.5185314234],[11.1419632638,44.5183691614],[11.141914984,44.5183235606],[11.1417983079,44.5182082137],[11.1417594159,44.5181733705],[11.1417057717,44.5181223906],[11.1416346932,44.5180593979],[11.1415502036,44.5179708852],[11.1414496207,44.517854163],[11.1413061226,44.5176771369]]",LineString,24/09/2018,17:05:04,,,Valsamoggia,,Valsamoggia,,,25/06/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43777652124020001,present,⛔,25,🕳️⛔Tunnel chiuso,"44.5176771369,11.1413061226","44.5190008155,11.1425399387","44.5183691614,11.1419632638",16,"[[11.1413061226,44.5176771369],[11.1414496207,44.517854163],[11.1415502036,44.5179708852],[11.1416346932,44.5180593979],[11.1417057717,44.5181223906],[11.1417594159,44.5181733705],[11.1417983079,44.5182082137],[11.141914984,44.5183235606],[11.1419632638,44.5183691614],[11.1421389485,44.5185314234],[11.1421630883,44.5185542537],[11.14228647,44.5186709147],[11.142364254,44.5187554221],[11.1424071694,44.5188157844],[11.1424822712,44.5189176831],[11.1425399387,44.5190008155]]",LineString,24/09/2018,19:00:00,,,Valsamoggia,,Valsamoggia,,,25/06/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43881527196116000,present,⛔,401,⛔Strada chiusa,"44.4004096148,11.2217656875","44.4008535479,11.2067506814","44.4012759789,11.2139805758",105,"[[11.2217656875,44.4004096148],[11.2216999734,44.4004123096],[11.2216356004,44.4004217117],[11.2207933867,44.400537052],[11.2206565941,44.4005651983],[11.220373621,44.4006590993],[11.2200222516,44.4007904884],[11.2199203277,44.4008307315],[11.2198277915,44.4008575602],[11.2197258676,44.4008722921],[11.2196185792,44.4008722921],[11.2195206786,44.4008589376],[11.2193369472,44.4008267192],[11.2192216123,44.4008133048],[11.2191384638,44.4008267192],[11.2190915251,44.4008508531],[11.219025811,44.4008978033],[11.2187254036,44.4011834564],[11.218654325,44.4012572349],[11.2185953165,44.4012947829],[11.2185108269,44.4013336483],[11.2183512354,44.4013591593],[11.2178282047,44.4014087441],[11.2177048231,44.4014315602],[11.2176163102,44.4014704255],[11.2175640071,44.4015013261],[11.2175090218,44.4015468985],[11.2174661065,44.4016032501],[11.2172756696,44.4019371666],[11.2172112966,44.4020283705],[11.2171697224,44.4020712477],[11.2171509469,44.4020846618],[11.2171107138,44.4021168795],[11.217036953,44.4021463425],[11.2169564867,44.4021584392],[11.2168612683,44.4021584392],[11.2167620266,44.4021383181],[11.2166694904,44.4021074777],[11.2166051174,44.402072625],[11.2165273333,44.4020243583],[11.2164482081,44.4019693245],[11.2163516486,44.4018996191],[11.2162389958,44.4018539871],[11.2160861099,44.4018044027],[11.2157709504,44.4017360145],[11.2156489098,44.4017172107],[11.2151862288,44.4016716385],[11.2149542177,44.4016233115],[11.2148750925,44.401605885],[11.2147959674,44.4015790567],[11.2141736949,44.4013336483],[11.2140932286,44.4013041848],[11.2139805758,44.4012759789],[11.2138638997,44.401263942],[11.2137619758,44.4012625647],[11.213661393,44.4012612472],[11.2133878076,44.4012719666],[11.2132282162,44.4012840634],[11.2130672837,44.4013108321],[11.2126555646,44.4014355725],[11.2125643695,44.4014543764],[11.2124798799,44.401462401],[11.2123712504,44.4014556939],[11.2122599388,44.4014476693],[11.212147286,44.4014342551],[11.2120641375,44.401418146],[11.2119863534,44.4014047318],[11.2118897939,44.4013779033],[11.2118294442,44.401355147],[11.2117771411,44.4013216114],[11.2117315436,44.4012840634],[11.211685946,44.4012223219],[11.211633643,44.401151298],[11.2114002908,44.4006416725],[11.2113426233,44.4005383695],[11.2112903202,44.4004619551],[11.2112474049,44.4004109921],[11.2111937607,44.4003533219],[11.2111092711,44.4002648103],[11.210953703,44.4001454571],[11.2108236158,44.4000609575],[11.2107069397,44.3999952621],[11.2106170857,44.3999483112],[11.210531255,44.3999107623],[11.2103555704,44.3998463843],[11.2101892734,44.3998101529],[11.2100444341,44.399790031],[11.2097319568,44.3997699091],[11.2094422782,44.3997578719],[11.209349742,44.3997605668],[11.2092263604,44.3997699091],[11.2091123665,44.3997954208],[11.2090251947,44.3998208726],[11.2089179063,44.3998692011],[11.2088548744,44.399909385],[11.2087167406,44.4000408357],[11.2084096277,44.4003358951],[11.2083465958,44.4003988952],[11.2082688117,44.4004592602],[11.2081977332,44.4005048334],[11.2081266547,44.4005450767],[11.2080207074,44.4005840025],[11.2077940607,44.4006416725],[11.2073662484,44.400743598],[11.2067506814,44.4008535479]]",LineString,10/03/2025,12:19:00,,,Sasso Marconi,,Sasso Marconi,,,15/12/1903,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43881527124116000,present,⛔,401,⛔Strada chiusa,"44.4008535479,11.2067506814","44.4004096148,11.2217656875","44.4012759789,11.2139805758",105,"[[11.2067506814,44.4008535479],[11.2073662484,44.400743598],[11.2077940607,44.4006416725],[11.2080207074,44.4005840025],[11.2081266547,44.4005450767],[11.2081977332,44.4005048334],[11.2082688117,44.4004592602],[11.2083465958,44.4003988952],[11.2084096277,44.4003358951],[11.2087167406,44.4000408357],[11.2088548744,44.399909385],[11.2089179063,44.3998692011],[11.2090251947,44.3998208726],[11.2091123665,44.3997954208],[11.2092263604,44.3997699091],[11.209349742,44.3997605668],[11.2094422782,44.3997578719],[11.2097319568,44.3997699091],[11.2100444341,44.399790031],[11.2101892734,44.3998101529],[11.2103555704,44.3998463843],[11.210531255,44.3999107623],[11.2106170857,44.3999483112],[11.2107069397,44.3999952621],[11.2108236158,44.4000609575],[11.210953703,44.4001454571],[11.2111092711,44.4002648103],[11.2111937607,44.4003533219],[11.2112474049,44.4004109921],[11.2112903202,44.4004619551],[11.2113426233,44.4005383695],[11.2114002908,44.4006416725],[11.211633643,44.401151298],[11.211685946,44.4012223219],[11.2117315436,44.4012840634],[11.2117771411,44.4013216114],[11.2118294442,44.401355147],[11.2118897939,44.4013779033],[11.2119863534,44.4014047318],[11.2120641375,44.401418146],[11.212147286,44.4014342551],[11.2122599388,44.4014476693],[11.2123712504,44.4014556939],[11.2124798799,44.401462401],[11.2125643695,44.4014543764],[11.2126555646,44.4014355725],[11.2130672837,44.4013108321],[11.2132282162,44.4012840634],[11.2133878076,44.4012719666],[11.213661393,44.4012612472],[11.2137619758,44.4012625647],[11.2138638997,44.401263942],[11.2139805758,44.4012759789],[11.2140932286,44.4013041848],[11.2141736949,44.4013336483],[11.2147959674,44.4015790567],[11.2148750925,44.401605885],[11.2149542177,44.4016233115],[11.2151862288,44.4016716385],[11.2156489098,44.4017172107],[11.2157709504,44.4017360145],[11.2160861099,44.4018044027],[11.2162389958,44.4018539871],[11.2163516486,44.4018996191],[11.2164482081,44.4019693245],[11.2165273333,44.4020243583],[11.2166051174,44.402072625],[11.2166694904,44.4021074777],[11.2167620266,44.4021383181],[11.2168612683,44.4021584392],[11.2169564867,44.4021584392],[11.217036953,44.4021463425],[11.2171107138,44.4021168795],[11.2171509469,44.4020846618],[11.2171697224,44.4020712477],[11.2172112966,44.4020283705],[11.2172756696,44.4019371666],[11.2174661065,44.4016032501],[11.2175090218,44.4015468985],[11.2175640071,44.4015013261],[11.2176163102,44.4014704255],[11.2177048231,44.4014315602],[11.2178282047,44.4014087441],[11.2183512354,44.4013591593],[11.2185108269,44.4013336483],[11.2185953165,44.4012947829],[11.218654325,44.4012572349],[11.2187254036,44.4011834564],[11.219025811,44.4008978033],[11.2190915251,44.4008508531],[11.2191384638,44.4008267192],[11.2192216123,44.4008133048],[11.2193369472,44.4008267192],[11.2195206786,44.4008589376],[11.2196185792,44.4008722921],[11.2197258676,44.4008722921],[11.2198277915,44.4008575602],[11.2199203277,44.4008307315],[11.2200222516,44.4007904884],[11.220373621,44.4006590993],[11.2206565941,44.4005651983],[11.2207933867,44.400537052],[11.2216356004,44.4004217117],[11.2216999734,44.4004123096],[11.2217656875,44.4004096148]]",LineString,10/03/2025,14:00:30,,,Sasso Marconi,,Sasso Marconi,,,15/12/1903,,present,Probabile,, - 
